Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,WggPar,WggGenQuot,WggEffPart,WggCitizen,WggParOth,WggEq,WggEqGen,WggSocEq,WggEqOth,WggGrp,WggIndNom,WggRefDisp,WggPreg,WggGrpOth,WggIntLaw,WggHR,WggHrSta,WggUnsc,WggIntLawOth,WggNewInst,WggInstWom,WggInf,WggRecon,WggNewInstOth,WggVio,WggVioSex,WggVioGen,WggVioProt,WggVioOth,WggTraJus,WggPast,WggPri,WggTraJusOth,WggInstRef,WggConst,WggLawRef,WggJud,WggPol,WggDdr,WggPubAdm,WggInstRefOth,WggDev,WggDevGen,WggRehab,WggEdu,WggHea,WggRepro,WggDevOth,WggImpl,WggImplRole,WggImplSign,WggImplOth,WggOth
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2382,5,Accord des Retour Voluntaire des DPIs des Koui,2018-10-03,Multiparty signed/agreed,2,3372,IntraLocal,SubPar,MultIss,"For the 3R, Mr. Sidiki Abassi 

For the Anti-Balaka, Mr. Hamadou Ndale 

For the DPIs [Personnes Deplacees internes], Mr Ngaibona Maxime","Witnesses: 
Mayor of the Koui CC, Mr Yaya [illegible] Daouda 
Religious leaders, Imam Abassi Modibq, Pastor Nefonyam Samuel 
Youth representative (Koui), Gambo Amadou
Women's representative, Ms Bangue Pauline 

Representatives of civil society: 
Executive president of ONG GDAP [NGO Groupement pour le Developpement Agro Pastoral], Mr Mohamadou Dahirou 
President of UDAPE, Mr Bindowo Ibrahim","Page 1:
... Agreement between the Antibalakas and 3R armed groups, signed on December 15, 2017, in Bouar;",CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2199,3,Accord de la Paix Locale,2018-10-15,Multiparty signed/agreed,2,1758,IntraLocal,Imp,ExtSub,"UPC [signature not legibile]
Autodefense Groups [signature not legibile]",Witnesses [signatures not legibile],"Page 1, ... Considering the effort made by each other which led to the meeting between the two armed groups and the population, and put an end to the crisis on 1 and 05 December 2017 through a verbal peace agreement",CAF,,482,,NA,NA,NA,NA,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Government,70,Libyan peace process,Middle East and North Africa,2230,2,"Palermo Conference for and with Libya, Conclusions",2018-11-13,Multiparty signed/agreed,3,8362,InterIntra,Pre,Prin,"Declaration without signatories, but document states itself to be one of Libya and International partners', and lists partners as 'Participants
included a broad Libyan presence,with delegations from PC/GNA, HOR,
HSC andLNA. Countries invited included representatives of
Algeria, Austria, Canada, Chad, China, Czech Republic,Egypt, Ethiopia, France, Germany, Greece, Italy, Jordan, Malta, Morocco, the Netherlands, Niger, Poland, Qatar, Republic of Congo, Russia, Saudi Arabia, Spain, Sudan, Sweden, Swiss Confederation, Tunisia,Turkey, the United Arab Emirates, the United Kingdom, the United States of America, the African Union, the European Union, the League of Arab States,the World Bank, the International Monetary Fund, and the United Nations.",UN Special Representative of the Secretary General Ghassan Salamé stated to be present,"Page 1, 
Participants,
...
-­‐ Recalling the December 17, 2015 Libyan Political Agreement (LPA) which remains the only viable framework to pursue an inclusive and sustainable path towards the stabilization of Libya;
-­‐ Reaffirming their endorsement of and full support for the United Nations Action Plan for Libya and to the tireless efforts of the Special  Representative  of  the  Secretary-­‐General  (SRSG)  Ghassan Salamé;",LBY,,620,,11346,NA,NA,NA,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2211,3,P'Comite de Suivi de la Accord de Paix et de Reconciliation Bangassou,2018-11-29,Multiparty signed/agreed,2,3887,IntraLocal,Imp,ImpMod,The deputy prefect of Bangassou,,,CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2346,5,Dimbi UPC AB Joint Memorandum,2018-12-17,Multiparty signed/agreed,2,1625,IntraLocal,Pre,Prin,"Signatory parties:

The head of UPC

The head of the head of the auto-defense groups

Chairman of the Committee of Elders

Youth President

President of Dimbi Auto-Defense groups

President of the ACS

President of OFCA

The Imam of La Masquée

The Mayor of MBOUI

The EWOU Breeding Mayor

The Mayor of Kémbé",,,CAF,,482,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Central African Republic,Government,154,CAR: African Initiative (and related) Process,Africa (excl MENA),2147,3,Political Agreement for Peace and Reconciliation in the Central African Republic (Khartoum Accord),2019-02-05,Multiparty signed/agreed,21,54198,Intra,SubComp,FrAg,"Government of the Central African Republic

His Excellency Professor Faustin Archange TOUADERA 
President of the Central African Republic 
Head of State

        Armed groups

Mr. Maxime MOKOM
Anti-Balaka – Mokom Branch    Mr. Dieudonné NDOMATE
Anti-Balaka – Ngaïssona Branch
Mr. Martin KOUMTAMADJI
Alias Abdoulaye Miskine
Front Démocratique du
Peuple Centrafricain (FDPC)    Mr. Adam NOUREIDINE
Front Populaire pour la Renaissance 
de la Centrafrique (FPRC)
Mr. Gilbert TOUMOU-DEYA
Mouvement des Libérateurs
Centrafricains pour la Justice (MLCJ)    Mr. Alkatim Ahamat MAHAMAT
Mouvement Patriotique pour la 
Centrafrique (MPC)
Mr. Herbert Gotran DJONO-AHABA Rassemblement Patriotique pour
le Renouveau de la Centrafrique (RPRC)    Mr. Bi-Sidi SOULEMANE alias Sidiki,
Retour, Réclamation et Réhabilitation
(3R)
Ms. Esther Audrienne GUETEL-MOÏBA
Révolution et Justice-Belanga Branch
(RJ-Belanga)    Mr. Armel MINGATOLOUM-SAYO
Révolution et Justice-Sayo Branch
(RJ-Sayo Branch)
Mr. Hisseine AKACHA
Séléka Rénovée    Mr. Philippe WAGRAMALE
Union des Forces Républicaines
(UFR)
Mr. Dieu Bénit Christian GBEYA-KIKOBET
Union des Forces Républicaines-
Fondamentales (UFR-F)    Mr. Ali Darassa MAHAMAT
Union pour la Paix en
Centrafrique (UPC)","II.    The Guarantors

African Union    Economic Community of
Central African States
His Excellency Mr. Moussa Faki MAHAMAT
Chair of the Commission    Ambassador Adolphe NAHAYO
Representative of the Secretary-General

        III.    The Facilitators

Mr. Jean-Pierre LACROIX
(United Nations)    Republic of Angola
Republic of Cameroon    Democratic Republic of the Congo
Republic of the Congo    Gabonese Republic
Republic of the Sudan    Republic of Chad
Republic of Equatorial Guinea","Expressing our profound appreciation for the efforts made by the Panel of Facilitators of the African Initiative in Bouar from 28 to 30 August 2018, which resulted in the consolidation of the demands of the armed groups and the facilitation of a direct dialogue; and, acknowledging the unprecedented investment of the international community, including the political commitment of the African Union and the United Nations, and the multifaceted support of the partners of the Central African Republic which mobilized in Brussels to support the recovery of the country through implementation of the National Plan for Recovery and Peacebuilding in the Central African Republic and the Mutual Engagement Framework, signed in Brussels on 17 November 2016;",CAF,,482,,416,1641,NA,NA,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2194,3,Compte Rendu des Activities du Comite de Suivi de L'Accord de Paix a Bangassou,2019-03-06,Multiparty signed/agreed,4,10407,IntraLocal,Imp,ExtSub,"The chairman of the monitoring committee,
The deputy prefect of Bangassou

[Stamped and signed]

Richard Armand Amos Nouidemona",,"Page 3, Peace Agreement of April 09, 2018 [Bangassou Agreement]",CAF,,482,,416,NA,NA,NA,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Territory,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2264,4,Resolutions of Mukaya County Peace and Reconciliation Conference (Yei River State),2019-03-16,Multiparty signed/agreed,2,2586,IntraLocal,SubPar,MultIss,"Multiparty community based agreement of reconciliation signed by the following representatives from Mukaya community: 

Scopas Loduo Torujo, Paramount Chief
Martin Tayak James, Head Chief
Joel Bodi Doudi, Head Chief
Robert Lenga Morris, Head Chief
Stephen Lemi Michael, Elder
Mary Tereka Paulo, Women
Laiza Gila Zakayu, Youth
Morgan Allan Lukudu, Intellectual
Keji Joice Nelson, Chair Lady 
Glady Muro Simon, Pastor","Witnessed by Evangelical Presbyterian Church (EPC) Bishop and head of EPC Peace Desk, Yei River State: 

Arch Bishop Elias Taban Parangi",,SSD,,626,,11345,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2347,5,Gambo - Pombolo Peace and Reconciliation Agreement,2019-03-20,Multiparty signed/agreed,6,6738,IntraLocal,SubPar,MultIss,"Page 6: 
The president of Gambo

The president of Pombolo

The Mayor of GAMBO

The Mayor Municipality of Pombolo","Not signed, but mentioned in the agreement preamble, page 2: 
""Thanking MINUSCA for its mediation efforts since October 2018, as well as for its technical and logistical support in the organization of the direct and inclusive dialogue of March 20, 2019""","Page 2: 
Political Agreement for Peace and Reconciliation in the Central African Republic",CAF,,482,,NA,NA,NA,NA,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2348,5,"Good neighborliness and Community Reconciliation Agreement between the Communities of Castors, Yakite, Sara, Yalowa, Camerounais Douala, and Sanga-Bibale",2019-03-23,Multiparty signed/agreed,2,4956,IntraLocal,SubPar,MultIss,"MAIN ACTOR FOR PEACE. YAKITE BRIDGE Moussa Danda 

MAIN ACTOR FOR PEACE. CASTORS Nathael Wandessere 

YAKITE YOUTH REPRESENTATIVE Abdrahman Ibrahim 

CASTOR YOUTH REPRESENTATIVE Fabrice Dekoua 

YAKITE WOMEN REPRESENTATIVE Oumoul Hair Abdouahman

CASTOR WOMEN REPRESENTATIVE Alphonsine Lakoue 

YAKITE RELIGIOUS LEADER Imam Oumar Sarako

CASTOR RELIGIOUS LEADER Abbe Julien Mokasse","WITNESSES

TOWN HALL 3rd ARRONDISSEMENT Yakite Sosthene 

MINUSCA Kenny Gluck 

MINISTRY OF HUMANITARIAN ACTION AND NATIONAL RECONCILIATION Balkoua Virginie 

LOCAL PEACE AND RECONCILIATION COMMITTEE 3rd DISTRICT OF BANGUI [illegible]","Page 1: 
Political Agreement for Peace and Reconciliation in the Central African Republic",CAF,,482,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2349,5,Recommendations of the Round Table on the Free Movement of People and Goods in Nana Gribizi,2019-06-14,Multiparty signed/agreed,4,5481,IntraLocal,SubPar,MultIss,"LIST OF PARTICIPANTS AT THE NANA GRIBIZI ROUND TABLE

1 ABDOULAYE Mahamat - Prefect/MATD
2 AWAT Mahamat - Sub-prefect/Kaga Bandoro
3 Jean Gilbert GBANGOUDOU - Deputy Prefect/Members
4 GANAFEI Sylvain - FACA 
5 LENGBE Sylvanus - Head of Section
6 GOMONGO Wilfrid - Group leader, FACA
7 ABAKAR Ishmael - Com-zone, MPC
8 Abdel Doungous - Com-zone, MPC
9 Abdoulaye Ahamat - Com-zone FPRC
10 Abdelkader Hassan - CEMAT FPRC
11 WEBEGONA Laurent - ABLK coordinator
12 MAHAMAT Zen Com-zone - FPRC
13 Linguissa Gustave - ABLK com-zone
14 Mbetingou Fernand - ABLK com-zone 
15 Nekemale Mc Celestin - ABLK spokesperson
16 YAVOLA Dieudonne - ABLK com-zone
17 Maka marc - ABLK com-zone
18 Yves toena - ABLK com-zone 
19 NGUETEMALE Gauthier - ABLK com-zone
20 GAZAMODO Bertrand - Coordinator, ABLK, Mokom wing
21 Urban Bissafi Mokom Wing
22 Warafio Bilarmin Com-zone, Mokom Wing
23 Yamindi Ghislain Kaga Bandoro Antenna 75643960
24 Bissafi Gustave ABLK com-zone
25 Ndibizi Max - States Major, ABLK 75754141
26 Bouninga Kola Symphorien - CC, ABLK
27 Maba Alexis - Com-zone, Ouandago, ABLK
28 Moussa Paoud - Iman, Mbres 
29 Nguinza Rebecca - OFCA 
30 Bruce Kevin DJAYE - Priest Catholic Church, Mbres
31 SEMANDELE Olga - Female Leaders
32 NOURRADINE Hissene - Muslim civil society, Kaga","Local authorities
MINUSCA","Page 2, III. Cohabitation and cooperation between the Regular Forces (FACA / FSI) and
armed groups
6. Participants suggested working in the spirit of the APPR-RCA.

Page 3, VI. Management of transhumance
12. The rapid establishment of the USMS to secure the transhumance corridors, as provided for by the APPR-RCA,",CAF,,482,,416,N/A,N/A,N/A,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2691,9,Resolutions of Tri-State Peace and Reconciliation Conference,2019-07-06,Multiparty signed/agreed,6,7545,IntraLocal,SubPar,MultIss,"Gogrial State:
Kuol Amet Kuol - Paramount Chief;
Chol Yuot Chol - Majook-wut Representative;
Ayak Yel Akech - Women Representative;

Wau State:
Dhe IAgiu Maluil - Paramount Chief;
Karmilia Augustino Kafir - Women Representative;
Wol Okei Mawien - Farmers Representative;

Tonj State:
Ariath Mayar Mareng - Paramount Chief;
MabiorThuom Tong -Majook-wut Representative;
Regina Akien Dhel - Women Representative;","Brig. Gen. Angelo Taban-Biajo, Governor - Wau State;
Brig. Gen. Victor Atem Atem, Governor - Gogrial State;
Maj. Gen. Mathew Mathiang Magordit, Governor - Tonj State;
Brig. Gen. Atem Madut Yak Governor - Twic State;
Sam Korutaro Muhumure, UNMISS  Head of Field Office - Wau;
Anastasie Nyirigira, UNMISS Head of Field Office - Kuajok/Gogrial;
Orasio Opiyo Buolo, NNGOs/CSOs Representative;
Stephen Kur Bona, INGOs Representative.

UNMISS Field Offices of Wau, Kuajok and CARDO, CEPO, TOCH, IOM, Malteser International, WOTAP, UCDC and HARD.",,SSD,,626,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Afghanistan,Government/territory,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,2232,3,"Resolution of Intra Afghan Peace Conference in Doha, Qatar (Doha Roadmap for Peace)",2019-07-08,Multiparty signed/agreed,2,4766,Intra,Pre,PreMix,"Stated to be Participants to the Afghan Peace Conference.
(secondary sources suggest that 62 participants were present, 17 of whom were members of the Taliban. On the Afghan-Kabul side, some participants were women). Same source suggests that the resolution was drafted by 6 Kabul representatives and 3 of the Taliban.","Qatar
German Government 
United Nations
USA
Countries in the region","Page 2, 8:
8. We acknowledge and approve the recent resolution of intra afghan conference held on 6 Feb 2019 in Moscow and urge the Islamic Conference. UN, Security Council, neighboring countries to support the peace conferences held in Moscow and Doha",AFG,,700,,333,NA,NA,225,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Government/territory,156,Sudan Transition Process,Africa (excl MENA),2243,3,Political agreement on establishing the structures and institutions of the transitional period between the Transitional Military Council and the Declaration of Freedom and Change Forces,2019-07-17,Multiparty signed/agreed,4,7808,Intra,SubPar,MultIss,"Signatures:

The Transitional Military Council

The declaration of Freedom and Change Forces","Witnesses

The African Union

The Federal Democratic Republic of Ethiopia

The United Nations

The European Union

League of Arab States

The United States of America",,SDN,,625,,309,NA,NA,NA,Yes,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2247,3,"Agreement between the Dafing, Samogo, Fulani, Dogon and Bozo communities of the Baye municipality, located in the area (“circle”) of Bankass and the region of Mopti (Baye agreement)",2019-07-25,Multiparty signed/agreed,5,8675,IntraLocal,SubPar,Iss,"Dafing community representative
Tandou SENOU, customary chief of Baye

Samogo community representative
Massa DIENRE, village chief of Dien

Dogon community representative
Amoré TOGO, adviser to the village chief of Pissa

Peulh community representative
Hamarba SIDIBE, village chief of Libé Peuhl

Bozo community representative
Moussa TEMANTA, chief of the Bozos of Baye","[Note: The agreement refers to 'mediation undertaken for a month by local authorities and nationals with the support of the Center for humanitarian dialogue, on mandate from the Malian government which will support the peace efforts communities in central Mali;' (p. 1).]",,MLI,,432,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mozambique,Government/territory,79,Mozambique process - recent,Africa (excl MENA),2603,8,Agreement of the Definitive Cessation of Military Hostilities,2019-08-01,Multiparty signed/agreed,5,7811,Intra,Cea,CeaMix,"For Mozambique: 
Filipe Jacinto Nyusi, President of the Republic of Mozambique

For RENAMO:
Ossufo Momade, Coordinator of the Political Commission of the Mozambican National Resistance  - RENAMO",,,MOZ,,541,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Government,156,Sudan Transition Process,Africa (excl MENA),2376,5,Political Declaration between the Government of the Republic of Sudan and the Sudan Revolutionary Front,2019-10-21,Multiparty signed/agreed,3,4850,Intra,Pre,Prin,"Signatory Parties:

Government of Sudan
Lt. Gen. Mohamed Hamdan Dagalo

Sudan Revolutionart Front
Dr. Elhadi Idriss Yahya

Malik Agar, SPLM-N
Abu Obaida Khalifa Al Taishi, SLM
Ethar Khalil Ibrahim, JEM
Saleh Hamed Ismael, SLFA

Alamin Daoud Mahmoud, UPFLJ
Eltom Shaikh Hajo, DUP-SRF
Mohamed Daoud Mohamed Daoud, Kush Liberation Movement
Musa Seedy Mohamed Ali, Beja Opposition Congress
Nimr Abdelrahman, SLM-TC","Witness
Tut Qaluak Manime
Presidential Advisor on Security Affairs – Chief Mediator","Page 1, General Principles 
3. The Parties reiterate what has been stipulated in the Juba Declaration for Trust-Building and Pre-Negotiation Principles and the need to implement the requirements and measures therein, including establishing joint committees and inclusion of the regional and international community.",SDN,,625,,309,1662,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Inter-group,107,South Sudan post-secession process,Africa (excl MENA),2379,5,"1st Review of the Marial Bai Agreement on Cattle Seasonal Movement, Wau State",2019-11-01,Multiparty signed/agreed,12,23380,IntraLocal,Imp,ExtSub,"•	William Bak Uloro (Signatory) – Kangi County 
•	John Utho Achom (Witness) – Kangi County 
•	Elario Ucuir Uyu (Signatory) – Roc Roc Don County 
•	James Aguer Ken (Witness) – Roc Roc Don County 
•	Peter Akuar Auger (Signatory) – Udici County 
•	Bernarto Uyak Uchen (Witness) – Udici County 
•	Nyiyuo Awet Nyiyuo (Signatory) – Kujaena County
•	Elario Den Aken (Witness) - Kujaena County
•	Peter Monylet Deng (Signatory) – Wau Municipality County 
•	Daniel Masimno Juya (Witness) - Wau Municipality County
•	Lual Aleu Mabuon (Signatory) – Marial Bai County 
•	Bol Majok Ngor Dut (Witness) - Marial Bai County
•	William Kamilo Mboro (Signatory) – Bessillia County
•	Raphael Daniel Mande (Witness) - Bessillia County
•	Natale Augustino Zalan (Signatory) – Baggari County 
•	Elias Andrea Ujang (Witness) - Baggari County
•	Gabriel Unango Uguen (Signatory) – Kpaile County 
•	Paul Kamilo Dufan (Witness) - Kpaile County
•	Adhal Kot Kon (Signatory) – Alur County 
•	Uchalla Dhal Nyabang (Witness) - Alur County
•	Athain Akuei Athain (Signatory) - Wau Bai County 
•	Mawein Wol Lony (Witness)  - Wau Bai County
•	Jamus Wol Achuil (Signatory) –  Alel Thony 
•	Isarbino Amet Makuac (Witness) - Alel Thony
•	Arou Kon Arou (Signatory) - Man Alor County 
•	Alphonsio Mawein Arou (Witness) - Man Alor County
•	Aru Athian Aru (Signatory) -  Tonj County 
•	Marko Mabior Ajiec (Witness) - Tonj County
•	Ayii Agiu Kuot (Signatory) – Warra County 
•	Kieu Athian Manoi (Witness) -  Warra County
•	Mathuc Madut Mawein (Signatory) – Pagol County 
•	Marko Mabior Ajiec (Witness) - Pagol County
•	Cikom Ayiei Cikom (Signatory) – Yar County 
•	Marko Mabior Ajiec (Witness) – Yar County 
•	Parum Malek Akuien (Signatory) - Thiet County 
•	Akot Mathiang Deng (Witness) - Thiet County
•	Kur Malek Mathok (Signatory) – Jak County 
•	Marko Mabior Niec (Witness) – Jak County 
•	Mawein Mayol Mawein (Signatory) – Kirik County 
•	John Maker Lon (Witness) -  Kirik County
•	Abraham Nyok Madut (Signatory) - Kuac South County 
•	Chol Yuot Chol (Witness) - Kuac South County
•	Deng Ajiek Agoth (Signatory) - Kuac North County 
•	David Ayok Akook (Witness) - Kuac North County
•	James Kuc Baak (Signatory) -  Aguok South County 
•	Joseph Manut Yel (Witness) - Aguok South County 
•	Wek Deng Ariech (Signatory) - Kuac West County 
•	Malueth Mayen Wol (Witness) - Kuac West County
•	Madut Teng Agany (Signatory) -  Buoyar County 
•	Madut Adup Majok (Witness) - Buoyar County","Sam Muhumure, UNMISS, Head of Field Office, Wau

Orasio Opiyo, PRWG, Coordinator

Ariech Deng Ariech, TOCH Representative

Thiep Mayuot Deng, NRC Representative

John Lupo Ucin, Malteser Int. Representative","Page 1: 
This agreement is the 1st review of the Marial Bai Agreement on Cattle Seasonal Movement and the 3rd Bussere review conference of agriculturalists and cattle keepers.",SSD,,626,,NA,NA,NA,NA,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Government/territory,156,Sudan Transition Process,Africa (excl MENA),2374,5,Framework agreement between the Transitional Government of Sudan and the Darfur Track,2019-12-28,Multiparty signed/agreed,4,7771,Intra,Pre,PreMix,"Agreement signed by parties: 

The Transitional Government of the Republic of Sudan
Lieutenant General Shams ad-Din Kabbashi,

The Darfur Track
Sudan Liberation Movement
Mohammed Bashir Abdullah

Sudanese Justice and Equality Movement
Ahmed Mohamed Tugod Lisan

Sudanese Liberation Forces Alliance
Mubarak Bakhit Ibrahim

Sudan Liberation Movement - Transitional Council
Nimr Muhammad Abdulrahman","Mediation

Counselor Tut Qaluak Manime
Adviser to the President of the Republic for Security Affairs","Page 1, Preamble 

Affirming the commitment of the Parties to the Juba Declaration signed on 11 September 2019 and renewed on 14 December 2019, have agreed on the following:",SDN,,625,,309,1644,NA,NA,No,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland/United Kingdom/(Northern Ireland),Government/territory,62,Northern Ireland peace process,Europe and Eurasia,2270,4,"New Decade, New Approach",2020-01-10,Multiparty signed/agreed,62,108548,Intra,Imp,ExtSub,"Government of the United Kingdom
Government of the Republic of Ireland
Democratic Unionist Party
Sinn Féin
Ulster Unionist Party
Social Democratic and Labour Party
The Alliance Party of Northern Ireland",,The Agreement Reached in the Multi-Party Negotiations (Good Friday Agreement or Belfast Agreement) Stormont House Agreement,GBR,IRL,200,205,315,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Democratic Republic of Congo,Government,31,DRC: Eastern DRC processes,Africa (excl MENA),2401,6,Accord entre le Gouvernement de la Republique Domocratique du Congo et la Force de Resistance Patriotique de l'Ituri (FRPI),2020-02-28,Multiparty signed/agreed,16,21069,Intra,SubPar,FrparOth,"Representatives of the Government of the Democratic Republic of the Congo at both national and provincial levels. 

Ituri Patriotic Resistance Force (FRPI)

(see original language document for images of signatures as they were not possible to transcribe)","Having met in direct talks organised by provincial STAREC representatives and the MNS and Coordinator of the national NGO ACIAR, under the guidance of the Provincial Government of Ituri, with the technical and logistical support of MONUSCO;","Page 2, PREAMBLE 
...Having regard to the Framework Agreement for Peace, Security and Cooperation for the Democratic Republic of the Congo and the Region signed in Addis Ababa on 24 February 2013;...

Page 3, PREAMBLE
...Considering the agreement of participants in the cohesive leadership session held in Bunia from 17 to 21 October 2017 to respect the relevant resolutions coming out of the Democratic Peace, Security and Development in South Irumu in Ituri Province Discussions, particularly those on demobilizing members of the FRPI;
Taking into account the specifications of 22 November 2017, submitted to the Government of the Democratic Republic of the Congo by the FRPI;
Considering the resolution which came out of the STAREC Oversight Committee meeting on 6 June 2018, validating the Joint Strategy and Plan of Action for demobilizing members of the FRPI;

Page 4, PREAMBLE
...Considering the resolutions which came out of the government meeting on 27 September 2018 on putting the Joint Strategy and Plan of Action for demobilization of the FRPI in motion;
Considering the resolutions of the steering committee of 12 December 2018 and 24 October 2019;...",COD,,490,,283,NA,NA,NA,No,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
