AgtId,GeWom
2382,"Page 2, 
Witnesses: 
...
Women's representative, Ms Bangue Pauline"
2199,"Page 1, ... Considering the meeting between all the local political and administrative leaders, the religious leaders, the NGOs, the two armed groups, the women and young people organizations, held 15 September 2018 at the ELIM church in the center of Mobaye, as part of the peace process."
2230,"Page 3, 
Participants,
...
-­‐ Urged Libyan representatives to support the principle of full inclusivity, including women participation, for the National Conference, without vetoes;"
2211,"Page 1
All interventions from the sages, the women, the young, the former self-defense members, the governors and the pastors of the 3rd district, and the economic operators, made it clear that the principle of returning those displaced, is accepted by all, and it would be advisable to recommend to the Government of the Central African Republic, to MINUSCA, and to the International Organization of Migration (IOM), the implementation of the accompanying measures. These will ensure the peaceful return of those displaced to their neighborhood of origin, the 3rd arrondissement of TOKOYO."
2346,"Page 1, 
Signatory parties:...President of OFCA [Organisation des Femmes Centrafricaines]"
2147,"Page 3, Preamble
Recognizing that the majority of the population of the Central African Republic is made up of children and women who have been deeply affected by the armed conflict, and that the full protection of their rights and the cessation of abuses and hostilities are objectives common to all Parties;

Page 4, Section I, Article I
(g) Rejection of violence against women and children; 

Page 4, Section I, Article I
(c) Recognition of cultural and religious diversity and appreciate for the contributions of all components of the society of the Central African Republic by promoting the inclusion, particularly of minorities, women and youth, in the management of the State and in the task of national reconstruction;

Page 5, Section II, Article 4
(d) To ensure that all citizens of the Central African Republic, including the members of the armed groups adhering to this Agreement seeking to establish political parties or movements, may do so without restriction, in accordance with the laws in force in the country; and that the institutions of the Republic at all levels of government guarantee that the rich diversity of the Central African Republic is represented, devoting special attention to minorities and less represented groups, such as women and youth.

Page 7, Section III, Article 5
 (c) To refrain from engaging in any act of destruction or illegal occupation of public buildings and sites, such as hospitals, schools and places of worship, and sites for internally displaced persons, as well as all acts of pillage or violations committed against civilians, including sexual and gender-based violence, in particular against women and girls.

Page 14, Annex 1
2. The Parties agree that this immediate, complete, and irrevocable cessation of hostilities commits them to scrupulously refrain from: 
(d) Any act of violence against women and girls, or of sexual or gender-based violence.

Page 15, Annex 1
Prefectural Implementation Committee
A Prefectural Implementation Committee shall be established within seven (7) days of signature of the Agreement in order to ensure compliance, facilitate the sharing of information and create a peaceful environment throughout the prefecture. The Committee shall be chaired ipso jure by the Prefect and shall be composed of a representative of the Armed Forces of the Central African Republic, a representative of the internal security forces, a political leader from every signatory armed group with an active military presence in the prefecture, two representatives of every religious community (appointed by consensus by their peers or, failing that, by the Prefect) and two representatives of civil society organizations representing youth and women (appointed by consensus by the communities or, failing that, by the Prefect)."
2194,"Page 3,
...
The monitoring committee wishes to organize a caravan for peace and reconciliation by the end of March 2019 as part of the reopening of the Bangassou - Bambari road. To this end, it seeks the assistance of all - namely economic operators, humanitarian workers, the population of Mbomou, religious leaders, youth, women, and all sections of MINUSCA."
2264,"Page 2, Signed by:, 6. Mary Tereka Paulo, Women"
2347,"Page 2, Untitled Preamble:
Deploring the successive and repeated displacements of population affecting all communities concerned and in particular the vulnerable, women, and children,

Underlining the essential role of women in the peace and development processes in the Gambo sub-prefecture"
2348,"Page 1:
The communities of said neighborhoods (Muslims and Christians) commit to:
[...]
5. Working with international and national organizations to improve the living conditions of all communities concerned, in particular: rehabilitation of the Castor Youth Center, rehabilitation of the Common Room and its sewing materials for training young girls, as well as equipment for training young people of both genders in different fields (agriculture, breeding, entrepreneurship, etc.), particularly unemployed young people.

Page 3:
Signatories
[...]
YAKITE WOMEN REPRESENTATIVE Oumoul Hair Abdouahman
CASTOR WOMEN REPRESENTATIVE Alphonsine Lakoue"
2349,"Page 2, IV. Violence against women
7. The dismantling of illegal blockades that are currently enabling racketeering,
8. The return of the criminal justice system to carry out legal proceedings against the alleged perpetrators of sexual violence,
9. Government involvement in protecting the rights of women.

Page 3-4, LIST OF PARTICIPANTS AT THE NANA GRIBIZI ROUND TABLE
...29. Nguinza Rebecca - OFCA [Organisation des Femmes Centrafricaines]
...31. SEMANDELE Olga - Female Leaders"
2232,"Page 2, 6:
 Assuring women [sic] rights in political, social, economic, educational, cultural affairs as per within the Islamic framework of Islamic Values."
2243,"Page 3, Chapter 5, Section 20, item 5:
Chapter Five

Functions of the Transitional Period
5.   Promote the Sudanese women role in social, political and economic fields and fight all kinds of discrimination against women."
2247,"Page 4, Chapter V: Monitoring of implementation, Article 7: A Monitoring Committee will be set up; whose mission is to:
...
Twenty (20) members appointed by consensus to represent all the communities will make up the Monitoring Committee. These will be two people from each of the four communities, two religious’ leaders, four representatives of women and youth, a blacksmith, and a representative of the customary chief of Baye."
2603,"D. Not to recruit, whether voluntarily or by force, or mobilise personnel of any gender or age for its armed contingent;"
2376,"Page 1, Preamble, ... The Parties sign the political declaration as entry point to address the roots of the wars related to issues of citizenship, development, democracy, long-standing marginalization affecting large sectors of men and women of our Peoples as a result of wrong policies"
2379,"Page 6: 
RESOLUTION 9

Determination of damage

At the beginning of the cattle seasonal movement every Boma or Payam will form a committee consisting of (1) Chief, (1) Majokwuot, (1) Woman, (1) Farmer, (1) Ministry of Agriculture, (1) Veterinary Officer, (1) youth representative, (1) police and (1) administrator. This committee will meet immediately when damages are reported.

The committee is responsible to:

1.    Identify the culprit(s)

2.    Determine the amount of damage and to

3.    Collect the compensation from the Majokwuot or the farmer

In case the decision is not in accordance with the resolutions of this agreement, an appeal can be made."
2374,"Page 2, General Principles 

11. Equality between the sexes in rights and duties and the lifting of historical grievances against Sudanese women, especially women in conflict areas, with positive discrimination and their inclusion in all stages of peace;

12. The Parties (the government and the armed struggle movements - Darfur Track) shall commit to promoting democracy, the rule of law, principles of good governance, protection of human rights, respect for ethnic, cultural, religious, and linguistic pluralism, and equality between women and men at all levels of administrative government;"
2270,"Page 6: Part 1: Priorities of the Restored Executive
...
The Executive will reconfigure hospital provision to deliver better patient outcomes,
more stable services and sustainable staffing. Improvements will be made in stroke, breast
assessment, urgent and emergency care and day case elective care by the end of 2020.
...
The Executive will provide 3 funded cycles of IVF treatment


Page 7: Part 1: Priorities of the Restored Executive
...
The Executive will also address:
...
● the report of Sir John Gillen on the handling of serious sexual offences cases,
and will deliver the necessary changes in case conduct and management.


Page 9: Part 1: Priorities of the Restored Executive
...
The Executive will press on with implementation of a redress scheme for victims and
survivors of historical abuse, making payments as early as possible.


Page 27: Annex D: Programme for Government
...
4.6.2. The Programme for Government could be underpinned by key
supporting strategies, including the following:
...
4.6.2.7. Gender Strategy;
4.6.2.8. Sexual Orientation Strategy;"
2401,"Page 3, PREAMBLE
...Considering the solemn agreement of various actors who have facilitated the process through the “Pamoja Kwa Amani” project and expressing our gratitude to all of theses actors for their efforts, especially STAREC?ISSSS, the National Oversight Mechanism, the NGO ACIAR, local Walendu Bindi leadership, various community leaders, representatives of civil organisations, religious leaders, feminist organisation, youth representatives, the administration of the Irumu Territory, the provincial government of Ituri and MONUSCO;...

Page 5, TITLE II: HANDLING OF ISSUES AROUND ARMED CONFLICT
Article 2: Ceasefire
2. ... - Any act of violence, extortion, discrimination or exclusion of civilian populations, particularly women, children and other vulnerable persons.

Page 7, TITLE II: HANDLING OF ISSUES AROUND ARMED CONFLICT
Article 5: Amnesty and release of prisoners
The Government agrees to present a bill to Parliament proposing an amendment to law No. 014/006 of 11 February 2014 on amnesty for acts of insurrection, war and political infractions to extend its scope of application to 2020. This will be done during the first session of Parliament in 2020. The Government agrees to examine the case of FRPI officers still under arrest in order to take appropriate steps, including their release. War crimes, crimes against humanity, serious human rights violations, rape, sexual violence and genocide are excluded from the scope of application of the amnesty law and any other measure described by the previous paragraph.

Page 9, TITLE IV: OVERSIGHT OF PERFORMANCE OF THE AGREEMENT
Article 10: Oversight Committee
... On a local level, the Parties agree to put in place a joint local committee presided over by the Administrator for the Irumu Territory, composed of members of the local security committee, FRPI representatives, representatives of STAREC officers, representatives of civilian society, women’s and youth organisations, and MONUSCO."
2310,"Page 3, Pageri Peace Forum Resolutions
1.	Return/Repatriation of the IDPs and Refugees
...
f)	Government and partners should install better maternity and paediatric health facilities, furnish them with modern medical equipment to protect women and children.

Page 5,
B. Representative Civil Society Organisations (CSOs)
1. Mary Yar WOMEN ASSOCIATION NETWORK NIMULE"
2408,"Page 13, I: OVERSIGHT AND ASSESSMENT MECHANISM
To ensure effective implementation of the conclusions which came out of the inclusive round table on the security and humanitarian situation in Irumu Territory, approved by signature of the Komanda convention for peace and peaceful cohabitation between communities in Irumu territory, an oversight and assessment body is hereby put in place, as follows:
a. Composition:
i. At national level: national representatives, Senators and the Governor of the Province;
ii. At provincial level: provincial representatives and the governor
iii. At local level: 7 members of the local security service committee for Irumu Territory and 9 members per chefferie and sector (2 notable figures, 1 youth representative, 1 women’s representative and 5 members of the security committee for the chefferies or sector);
iv. Committee of sages"
2404,"Page 5, 4. Organisations de la Société Civile et de la Jeunesse
BUSI LOVE ESTELLA Rep Mamans [Moms representative]"
2369,"Page 2:
2. To prohibit discrimination based on nationality, religion, culture and gender against all the citizens residing in the Union, while ensuring equal rights."
2325,"Page 4, PREAMBLE
CONFIRMING social, political, and economic justice in a democratic and developmental state in which the rights of all peoples are considered, and equality for women, children, the marginalized, and those with special needs is realized;

Page 7,  TITLE 1, 1. General Principles 
1.18.Without prejudice to the conditions of qualification and competency and the implementation of the peace agreements concluded with the signatory parties, all Sudanese citizens shall be fairly represented in the civil service, public committees, institutions, commissions, armed forces, and other regular forces at all levels.
1.19.The participation of all Sudanese people shall be guaranteed at all levels of governance, state institutions, and civil service. Fair standards for power sharing shall be developed, without prejudice to the conditions of qualification and competency.
1.20.The importance of fair and effective representation of women at all levels of power and decision-making positions, at a rate of not less than 40% forty percent.

Page 10,  TITLE 1, 9. The Constitutional Conference:
9.7. The Parties agree to the fair and equal representation, on the bases of gender, diversity, geography, and age, in the national constitutional conference, and that constitutional conferences in the regions shall be held as part of the constitution-drafting process.

Page 13-14,  TITLE 1, 26. Education
26.1. As a comprehensive development renaissance in the country requires modern education, the Parties agree that the Government of Sudan shall commit to mandatory and free public education, introducing policies, holding education conferences, providing the necessary resources to assure quality education for all and to eliminating gaps and regional, gender, and social imbalances in education particularly in the war-affected and least developed areas.

Page 16, TITLE 2. CHAPTER 1: POWER SHARING PROTOCOL, 1. General Principles
15. Citizenship shall be the basis of rights and duties with no discrimination on the basis of race, tribe, religion, gender, sex or origin. This does not prevent the existence of laws, programs or activities aimed at improving the conditions of those individuals or groups who have been deprived of their rights based on race, color, religion, or regional or national origin.

Page 16, TITLE 2. CHAPTER 1: POWER SHARING PROTOCOL, 1. General Principles
22. Stressing the importance of the representation of women at all levels of power and decision-making positions.

Page 20,  TITLE 2. CHAPTER 1: POWER SHARING PROTOCOL, 1. 30. Powers of the Regional Government of Darfur
30.1.The Parties agree that Darfur Region shall have exclusive executive and legislative powers to enable it to implement the Peace Agreement as follows:
...
30.1.12.To rehabilitate and support disabled veterans, orphans, and widows and provide care for the families of war-disabled heroes.

Page 21, TITLE 2. CHAPTER 1: POWER SHARING PROTOCOL, 31. Concurrent Powers
31.1.The national federal government and the regional government of Darfur shall have the following executive and legislative powers:
...
31.1.18.Promoting the role of women and women empowerment.
31.1.19.Gender policies;
...
31.1.22.Maternal and child care and protection;

Page 30, TITLE 2. CHAPTER 3: JUSTICE, ACCOUNTABILITY, AND RECONCILIATION PROTOCOL, General Principles
10. Recognition of the special status of women, children, and youth and their issues, as well as the important role of women and youth in the prevention and resolution of conflicts, in transitional justice processes and in peace-building, and the imperative of their equal participation, and full engagement in all efforts for the maintenance of international peace and security, including justice and reconciliation.

Page 32, TITLE 2. CHAPTER 3: JUSTICE, ACCOUNTABILITY, AND RECONCILIATION PROTOCOL, General Principles
22. The Truth and Reconciliation Committee (TRC)
...
22.4.3 Each Party shall select at least one woman on the committee; 

Page 36, TITLE 2. CHAPTER 4: COMPENSATION AND REPARATIONS PROTOCOL, General Principles 
7. Without prejudice to the principle of positive discrimination as set forth in the Peace Agreement, distribution of humanitarian aid, the restitution of resources and property, and the award of compensation and reparations in accordance with this Agreement, shall take place without discrimination on the basis of gender, language, tribe, ethnicity, religion, party affiliation, geographic location, status as a displaced or formerly displaced person/refugee, or any other basis.

Page 36-37, TITLE 2. CHAPTER 4: COMPENSATION AND REPARATIONS PROTOCOL, General Principles
10. For purposes of the Peace Agreement, the term “victims of the conflict in Darfur” shall mean:
10.1.Individuals and groups affected by the conflict in Darfur, including male and female survivors of rape, victims of physical, mental, and psychological injuries or those who lost their property or whose basic rights were violated.

Page 38, TITLE 2. CHAPTER 4: COMPENSATION AND REPARATIONS PROTOCOL, 12. Compensation and Reparations Fund
12.4.Women shall comprise at least 40 percent of the functional structure of the Fund.
...
12.6.The Fund’s procedures shall be simple, accessible, transparent, enforceable, free of charge, and takes into consideration age, gender and persons with disability.
...
12.11.[The Fund shall] develop a table for awarding the timely compensation payments on the basis of financial principles that require awarding financial compensation proportionate to the damage and loss suffered by the victim. Women, men, children and persons with special needs shall be treated equally when implementing the payments.
...
12.16.Regular revision shall be undertaken to ensure the optimal use and distribution of funds allocated to compensate victims, in accordance with the financial procedures applicable in such cases, including the principles of equality of gender and age.

Page 39, TITLE 2. CHAPTER 5: INTERNALLY DISPLACED PERSONS AND REFUGEES PROTOCOL, 2. General Principles
2.3. The Parties shall pay special attention to protecting internally displaced and refugee women, children, and all other vulnerable groups from all forms of harassment, exploitation, and sexual- or gender-based violence;
... 
2.6. Aid for conflicts-affected persons shall be distributed without discrimination based on gender, language, race, ethnicity, religion, party affiliation, geographic location, color, or any other discriminatory grounds.

Page 41, TITLE 2. CHAPTER 5: INTERNALLY DISPLACED PERSONS AND REFUGEES PROTOCOL 
4. Suitable Conditions for Return
4.1. With the assistance of the concerned international and domestic institutions, the Parties agree to create the political, economic, social, and security conditions conducive to the voluntary return and acceptable reintegration of IDPs and refugees, without giving preference to any particular group. These conditions shall include, but not be limited to:
...
4.1.11.The Parties shall refrain from attacking, intimidating, or harassing IDPs, refugees or returnees in any way at all times. The human rights of IDPs, refugees and returnees shall be fully respected, with special considerations, protections, and processes for vulnerable groups such as women, children, the elderly, and persons with disabilities;

Page 42-43, TITLE 2. CHAPTER 5: INTERNALLY DISPLACED PERSONS AND REFUGEES PROTOCOL, 8. Internally Displaced Persons and Refugees Commission
8.6.3.The IDPRC in Darfur shall establish local committees for claims that shall be comprised of local, traditional, and community leaders, including representatives of IDPs, refugees, and women. The local committees shall investigate compensation-related claims and other means of reparations, and submit their reports to the IDPRC in Darfur;

Page 46, TITLE 2. CHAPTER 7: LAND AND HAWAKEER PROTOCOL, 8. The Right to Restitution:
8.6. Male and female IDPs and refugees, affected by the conflict, shall have the right to restore any houses, lands, or farms that they have been arbitrarily or illegally deprived of, irrespective of their choice to return to their original homes.

Page 47, TITLE 2. CHAPTER 7: LAND AND HAWAKEER PROTOCOL, 9. Darfur Lands and Hawakeer Commission
9.6. The DLHC shall form local committees for claims, which include local, traditional, and community leaders, including representatives of IDPs, refugees and women, to investigate claims related to compensations and other means of reparations. The committees submit their reports to the DLHC.

Page 47, TITLE 2. CHAPTER 7: LAND AND HAWAKEER PROTOCOL, 10. DLHC Powers and Competencies
10.1.The DLHC shall have the following powers and competencies:
10.1.3.To undertake all appropriate arrangements to ensure the full and effective participation of IDPs, refugees, local and traditional leaders, women, and all affected individuals of local communities in its procedures, including the investigation of disputed land claims.

Page 51, TITLE 2. CHAPTER 8: PERMANENT CEASEFIRE AND FINAL SECURITY AGREEMENT PROTOCOL, 9. Guiding principles for the final security arrangements, reform, development and modernization of security sector.
9.10.The Parties shall ensure representation of women in structures of the military institution and other security services/security sector and in related decision-making entities, as well as in the reform, development, and modernization of the military establishment and other security services/the security sector.

Page 55, TITLE 2. CHAPTER 8: PERMANENT CEASEFIRE AND FINAL SECURITY AGREEMENT PROTOCOL, 18. Prohibited Acts 
18.4.Using force and violence against civilians and subjecting them to maltreatment, including sexual violence against women, which constitutes a violation of international law and relevant domestic law

Page 64, TITLE 2. CHAPTER 8: PERMANENT CEASEFIRE AND FINAL SECURITY AGREEMENT PROTOCOL 26. Integration 
26.18.Integration Requirements 
26.18.5.Combatants who have been integrated shall receive training in accordance with the requirements of each unit, while observing the special needs of those individuals. Extensive training shall be an option given to assist former combatants, especially women, to meet such requirements; 
... 
26.18.7.The Government of Sudan shall pay heed to the special needs of former female combatants of the armed struggle movements, through training and other forms of support; 
26.18.8.The Government of Sudan shall provide support, training, and rehabilitation on equal footing to all integrated combatants, males and females.

Page 94, TITLE 3. CHAPTER 3: POLITICAL ISSUES AGREEMENT, General Principles
5. Representation of women at the national level by a percentage of 40%.

Page 96, TITLE 3. CHAPTER 3: POLITICAL ISSUES AGREEMENT REGARDING THE ISSUE OF SUDAN IN THE TWO AREAS, POWERS AND COMPETENCIES, 9. Exclusive powers of the state/regional government: the exclusive powers to be assumed by the state/regional government shall be as follows:…
9.21.To rehabilitate and assist veterans, persons with special-needs, orphans, widows, and care for martyrs’ families.
... 
9.55.To promote the role of women and youth and child protection.

Page 102, TITLE 3. CHAPTER 3: POLITICAL ISSUES AGREEMENT REGARDING THE ISSUE OF SUDAN IN THE TWO AREAS, GOVERNANCE STRUCTURES AND POWERS IN THE TWO AREAS
34. Women shall be represented by no less than 40% [of the seats] on the legislative council.

Page 103, TITLE 3. CHAPTER 3: POLITICAL ISSUES AGREEMENT REGARDING THE ISSUE OF SUDAN IN THE TWO AREAS, GOVERNANCE STRUCTURES AND POWERS IN THE TWO AREAS
50. Appointing local men/women of the Two Areas in the judicial institutions:
50.1.Local men and women of the Two Areas shall be appointed in judicial institutions at a percentage to be agreed, while observing positive discrimination for the men and women of the state/region, taking into consideration the competence criteria for appointment in judicial institutions, including the judiciary and public prosecution.
50.2.Women and men from the Two Areas shall be appointed as judges on the national Constitutional Court in accordance with the criteria of competency and proficiency.
50.3.Women and men from the Two Areas shall be represented in the National Commission for Judicial Service and/or the Supreme Judicial Council in accordance with the criteria of competence and professionalism.
50.4.Women and men from the Two Areas shall be represented in the High Public Prosecution Council in accordance with the criteria of competence and professionalism.

Page 104, TITLE 3. CHAPTER 3: POLITICAL ISSUES AGREEMENT REGARDING THE ISSUE OF SUDAN IN THE TWO AREAS, GOVERNANCE STRUCTURES AND POWERS IN THE TWO AREAS
58. There shall be no less than 40% representation of women in the Council of Ministers.

Page 109, TITLE 3. CHAPTER 4: AGREEMENT ON THE FINAL SECURITY ARRANGEMENTS BETWEEN THE TRANSITIONAL GOVERNMENT OF SUDAN AND SUDAN PEOPLE'S LIBERATION MOVEMENT - NORTH/ THE SUDAN REVOLUTIONARY FRONT, Preamble
Acknowledging the changes that happened in Sudan as a result of the glorious revolution of December 2018 and the key role women and youth played in the revolution which fulfilled one of the key demands of the Sudanese people.

Page 114, TITLE 3. PERMANENT CHEASEFIRE ARRANGEMENTS,General Principles:
13. Sudanese women shall have a leading role in building and defending the homeland. The unified regular forces shall be reformed and restructured in accordance with the Constitutional Declaration and the final and comprehensive peace agreement. Therefore, women will have an important and effective role in reforming these forces, especially the technical units.

Page 133, TITLE 4. CHAPTER ONE: THE POLITICAL ISSUE, General Principles 
First: Sudan is a sovereign, democratic, parliamentary, pluralistic and decentralized state where rights and duties are based on citizenship without discrimination on grounds of race, faith, culture, sex, color, gender, social or economic status, political opinion, disability, regional affiliation or any other reason.

Page 134, TITLE 4. CHAPTER ONE: THE POLITICAL ISSUE, General Principles 
Second: In order to eliminate political marginalization in Eastern Sudan, the Parties agree to the following principles:
2. Ensuring active and fair participation for the men and women of Eastern Sudan in power at national, regional/state and local levels as well as in all organs of the state in accordance with proportions of the population and positive discrimination while observing qualification and competence criteria.

Page 134, TITLE 4. CHAPTER ONE: THE POLITICAL ISSUE, General Principles 
Second: In order to eliminate political marginalization in Eastern Sudan, the Parties agree to the following principles:
Human Rights and Transitional Justice
7. The Parties shall consider signing and ratifying treaties, agreements and protocols, particularly those related to the rights of women, children and families and complying with the international law and rules of human rights;
8. Codifying UNSC resolution 1325 related to Women, Peace and Security;

Page 135, TITLE 4. CHAPTER ONE: THE POLITICAL ISSUE, General Principles 
Second: In order to eliminate political marginalization in Eastern Sudan, the Parties agree to the following principles:
Education and Human Development Issues
17. The Federal Government shall prioritize the promotion of education at all levels in Eastern Sudan and pay utmost attention to the education of girls;
...
21. The principle of positive discrimination shall be applied to the men and women of the East in higher education scholarships and external university scholarships in accordance with the policies, regulations and standards of higher education;

Page 142, TITLE 5. GENERAL PRINCIPLES
1. Sudan is an independent, sovereign, democratic, parliamentary, pluralistic and decentralized state where rights and duties are based on citizenship without discrimination on grounds of race, faith, culture, sex, color, gender, social or economic status, political opinion, disability, regional affiliation or any other reason.

Page 149-150, TITLE 6. 3. Development, Services, and Revenues
The Government of Sudan shall commit to the following:
3.1.To provide comprehensive development services by establishing socioeconomic development priorities for the rural areas in order to address the displacement crisis that has affected the central areas and address the large percentage of marginalized workers, particularly the youth of both sexes in the cities of the central states.
3.2. Establish specialized centers to combat epidemics and endemic diseases in hot areas, as well as maternity and children’s centers.
... 
7. Respecting the fair representation of the Central Track in all committees, commissions, or departments formed to address issues in accordance with the principles of competency, taking into consideration the fair representation of women.

Page 154, TITLE 7. CHAPTER ONE: PERMANENT CEASEFIRE, 20. Prohibited Acts.
20.4. Using force and violence against civilians and subjecting them to maltreatment, including sexual violence against women, which constitute a violation of international law and relevant domestic law.

Page 198, TITLE 9, 10. Two Areas Track: Political Issues Implementation matrix
Activity: Appoint men and women of the Two Areas in the justice system 
Timing: Upon commencing implementation of the Final Agreement and continues thereafter 
Implementing Party: The Judiciary and the Attorney General 
Source of Funding: the Judiciary and the Attorney General 
Composition: 
Location:
Procedures, Method  & Criteria: In accordance with the provisions of the Peace Agreement 
Reference article: Articles 50 to 51.5

Page 199, TITLE 9, 10. Two Areas Track: Political Issues Implementation matrix
Activity: Establish a joint committee to reform the civil service and accommodate the men and women of the Two Areas
Timing: Within 180 days of the date of signing the peace agreement 
Implementing Party: Government of Sudan 
Source of Funding: Government of Sudan 
Composition: 
Location: 
Procedures, Method  & Criteria: In accordance with the provisions of the peace agreement 
Reference article: Articles 68 to 70

Page 199, TITLE 9, 10. Two Areas Track: Political Issues Implementation matrix
Activity: Represent the men and women of the Two Areas in the national commission of reforming the civil service 
Timing: after signing the peace agreement 
Implementing Party: Government of Sudan 
Source of Funding: Government of Sudan 
Composition: 
Location: 
Procedures, Method  & Criteria: In accordance with the provisions of the Peace Agreement 
Reference article: Articles 71 and 72

Page 203, TITLE 9, 10. Two Areas Track: Political Issues Implementation matrix
Activity: Allocate full university and post-graduate scholarships for men and women of the positively discriminated state / region to reverse the impact of wars 
Timing: After signing the peace agreement 
Implementing Party:  Government of Sudan and the state / regional government 
Source of Funding: Transitional Government of Sudan 
Composition:  
Location: 
Procedures, Method  & Criteria: In accordance with the provisions of the Peace Agreement
Reference article: Article 108"
2371,"Page 1:
We agree as follows:
...
•    To end violence and cruel treatment against women;

Page 3:
Signatory parties
Representatives of Haute-Kotto
...
Blitchi Rosalie (women)


Representatives of Bamingui-Bangoran
... 
Senoussi Fatime (women)"
2399,"Page 2,
Article 2/ Governing Principles of the Roadmap
2. This road map shall emphasize full equality of all citizens, men and women, in rights and responsibilities of citizenship as per the Constitutional Declaration and international conventions ratified by the Libyan State. All authorities shall protect these rights and obligations.

Page 4,
Article 5/ Structure of the Executive Authority during the Preparatory Phase
6. In the formation of the Government of National Unity, competency, merit, and fair representation of the political and geographic diversity shall be taken into account; participation of cultural components shall be guaranteed, and the importance of real representation of women and youth shall also be taken into consideration. The representation of women shall be no less than 30% of leadership positions of the Government (ministers or deputies)."
2331,"Page 1, Preamble

We the local leaders, Paramount Chiefs, Executive Chiefs, Spiritual Leaders, Elders, Youth, Intellectuals, and Women of Agar community have suffered the consequences of prolonged inter- and intra- communal conflict.

Page 3, Resolutions of the Parties 

11. We have agreed to discourage and stop brewing of local alcohol in the villages and cattle camps. We understand the destruction this causes to our young people, and we commit to working with our women to find alternative means of supporting families."
2378,"Page 1: 
Preamble
We, representatives of youth leaders, traditional leaders, and women from the Dinka Bor, Murle and Lou Nuer communities;
Aware that the current conflict has caused deep and prolonged suffering in all our communities, particularly affecting women and children;

Page 2:
Resolutions
1. Regarding abducted children and women
1.1. Youth leaders are the ones to lead the collection of abducted children.
1.2. Women have committed to participate in the child identification and recovery effort.
1.3. Collection will be done in close collaboration with chiefs and local authorities in the areas. If someone refuses to surrender a child, the government can intervene.
1.4. The Conference agrees that the reunification process will be ongoing, beginning with the exchange of all the women and children currently held in Pibor and Pieri.
1.5. The Conference requests construction of transitional centres for children in Pieri, Pibor and Bor Town that include provision for incoming and outgoing abductees. This may be extended to Akobo East and possible other centres.
1.6. NGOs are requested to support with the construction and services of the transitional centres and with transporting of the women and children.
1.7. Youth leaders and chiefs, as necessary, are to travel between communities during the collection of abducted children so as to help the tracing process.
1.8. Reunification of children is to be undertaken as soon as practicable in order that communities build trust and confidence in the peace process, also to encourage perpetrators and communities to surrender the remaining children.
1.9. Final verification can be completed through the transitional centres.
1.10. In more complicated cases, for example women who were abducted and have become mothers, will first be returned and if there is a marriage request the case can be picked up from their community of origin.
1.11. Women demanded that they be included in all steps of these processes.

Page 3-4:
5. Regarding the dissemination of the Peace
5.4. The women have underlined the importance of peace and reconciliation, love and forgiveness, and praying to God together for mercy and grace. Women will return and commit to warning their sons to stop raiding other communities. If a problem persists, they have warned they will milk out the milk from their breasts to the floor as a curse to the young men who have violated the peace.
5.5. Women from the three communities must stand up to ensure that this peace is holding, particularly through advocacy and moving between locations, talking to people. Women must unite, regardless of their tribe. They should be provided with communication tools, as well as the men. Women have requested radio talk shows to publicise the message of peace among the three tribes; to be known nationwide, regionally, and globally.
5.6. Women propose the formation of a Women's Peace Committee, and three (one from each community) appointed as an initial Steering Committee. They request being given a uniform of the same colour and this committee is the one to move from Dinka Bor to Murle to Lou Nuer as a Committee that preaches peace. If the women are together in a location, youth may also fear to attack.
5.7. Women will encourage inter-marriages between the three tribes; they are the guardians of the daughters.

Page 4:
6. Regarding measures to strengthen development
...
6.1.2. Women request equitable provision of tailoring machines, soap making and other activities for women.
6.1.3. The Conference, and women in particular, repeated the proposal for a tri-communal boarding school to be established in the border areas, for confidence and trust building. The Conference also proposed the introduction of Pastoralist Education schemes.
6.1.4. Women request for micro-finance schemes for youth in order for them to improve livelihoods.
...
6.1.8. Women have proposed the establishment of business centres and cooperatives for women of the three communities in different locations across the Greater Jonglei.

Page 5:
Signed 
...
Mary Nyapet Puok - Lou Nuer Women's Representative 
...
Alek Manyuon Deng – Dinka Bor Women’s Representative 
...
Mary Beri Oleyeo – Murle Women’s Representative"
2377,"Page 3:
2-6: Human, women and children rights that are enshrined in international covenants and covenants which are ratified shall be incorporated in the peace agreement."
2384,"Page 2, Signatories: We, the undersigned, resolve this on Friday 14 May in Nyal, Payinjiar County, Unity State, South Sudan. 
... Elizabeth David Dabuol Ngot, Women League Chairperson, Koch County"
2385,"Page 2, Therefore we resolve: 
- To reconvene a second Wunlit meeting bringing together all chiefs from across the three regions together with commissioners, youth, women and religious leaders to convene once again in Wunlit and evoke the spirit of Wunlit;

Page 2, Signatories: We, the undersigned, resolve this on Wednesday 19 May in Yirol, Yirol West County, Lakes State, South Sudan. 
... Elizabeth David Dabuol Ngot, Women League Chairperson, Koch County"
2386,"Page 2, Troika statement from the UK, Norway and USA:
... Accountability must also be prioritised, including for gender-based violence and conflict related sexual violence, to strengthen the rule of law and protection of civilians. We welcome the parties’ commitment to full and unlimited cooperation with the ICC over Sudanese individuals subject to arrest warrants. Moving forward we call for full, equal and meaningful participation of women at all levels of governance and in legislation, including in the peace process. We know from experience and research that inclusivity leads to a more sustainable peace and a more democratic society."
